374;210;0;19;1530;13461869;0
374;210;0;73;1530;13461876;0
373;209;0;124;1530;13461883;0
373;209;0;156;1530;13461890;0
373;209;0;177;1530;13461897;0
372;209;0;204;1530;13461904;0
372;209;0;227;1530;13461911;0
371;208;0;257;1530;13461918;0
371;208;0;285;1520;13461925;0
371;208;0;306;1530;13461932;0
371;208;0;325;1520;13461939;0
371;208;0;338;1520;13461946;0
371;208;0;345;1510;13461953;0
371;207;0;351;1520;13461960;0
371;207;0;361;1520;13461967;0
371;207;0;372;1530;13461974;0
372;207;0;381;1530;13461981;0
372;207;0;386;1510;13461988;0
372;207;0;388;1530;13461995;0
372;207;0;388;1520;13462002;0
373;207;0;388;1520;13462010;0
373;207;0;384;1520;13462017;0
373;207;0;375;1510;13462024;0
373;207;0;363;1510;13462031;0
374;207;0;356;1520;13462038;0
374;207;0;354;1530;13462045;0
374;207;0;354;1540;13462052;0
374;207;0;354;1530;13462059;0
374;207;0;357;1530;13462066;0
374;207;0;363;1530;13462073;0
374;207;0;370;1530;13462080;0
374;207;0;377;1530;13462087;0
374;207;0;386;1530;13462094;0
374;207;0;391;1530;13462101;0
374;207;0;394;1530;13462108;0
374;207;0;397;1530;13462115;0
374;207;0;401;1520;13462122;0
374;206;0;405;1520;13462129;0
374;206;0;411;1520;13462136;0
374;206;0;416;1520;13462143;0
374;206;0;423;1520;13462150;0
374;206;0;429;1520;13462157;0
374;206;0;433;1530;13462164;0
374;206;0;438;1510;13462171;0
374;206;0;440;1510;13462178;0
374;206;0;440;1510;13462185;0
374;206;0;442;1510;13462193;0
373;206;0;443;1530;13462200;0
373;206;0;446;1530;13462207;0
373;207;0;449;1540;13462214;0
373;207;0;452;1530;13462221;0
373;207;0;456;1530;13462228;0
373;207;0;462;1520;13462235;0
373;207;0;470;1520;13462242;0
373;207;0;474;1520;13462249;0
373;207;0;482;1530;13462256;0
373;207;0;488;1530;13462263;0
373;207;0;495;1530;13462270;0
373;207;0;501;1530;13462277;0
373;207;0;504;1530;13462284;0
373;207;0;506;1550;13462291;0
373;207;0;506;1530;13462298;0
373;207;0;508;1550;13462305;0
372;207;0;511;1540;13462312;0
372;207;0;512;1530;13462319;0
372;207;0;514;1540;13462326;0
373;206;0;517;1530;13462333;0
373;206;0;518;1530;13462340;0
374;206;0;519;1530;13462347;0
374;206;0;519;1530;13462354;0
375;206;0;521;1530;13462361;0
375;205;0;522;1500;13462368;0
376;205;0;523;1520;13462375;0
377;205;0;525;1520;13462383;0
377;204;0;526;1520;13462390;0
378;204;0;528;1520;13462397;0
378;204;0;528;1510;13462404;0
379;204;0;529;1510;13462411;0
380;203;0;531;1510;13462418;0
381;203;0;532;1520;13462425;0
382;203;0;533;1530;13462432;0
383;202;0;534;1520;13462439;0
384;202;0;534;1530;13462446;0
384;202;0;534;1530;13462453;0
385;202;0;534;1520;13462460;0
386;201;0;535;1530;13462467;0
386;201;0;536;1530;13462474;0
386;201;0;537;1520;13462481;0
387;201;0;540;1540;13462488;0
387;200;0;542;1530;13462495;0
387;200;0;545;1540;13462502;0
387;200;0;548;1540;13462509;0
386;200;0;549;1520;13462516;0
386;200;0;551;1530;13462523;0
386;200;0;552;1530;13462530;0
386;200;0;553;1530;13462537;0
385;200;0;557;1540;13462544;0
385;200;0;559;1530;13462551;0
385;199;0;561;1510;13462558;0
385;199;0;562;1510;13462566;0
384;199;0;564;1520;13462573;0
384;199;0;565;1520;13462580;0
384;199;0;566;1530;13462587;0
384;199;0;567;1540;13462594;0
384;199;0;567;1540;13462601;0
384;199;0;568;1540;13462608;0
383;199;0;568;1540;13462615;0
383;199;0;568;1520;13462622;0
383;198;0;569;1520;13462629;0
382;198;0;569;1520;13462636;0
382;198;0;570;1520;13462643;0
381;198;0;571;1520;13462650;0
381;197;0;561;1510;13462657;0
380;197;0;574;1500;13462664;0
380;197;0;574;1500;13462671;0
380;197;0;576;1510;13462678;0
380;197;0;579;1510;13462685;0
380;196;0;586;1510;13462692;0
379;196;0;589;1510;13462699;0
379;196;0;592;1500;13462706;0
379;196;0;595;1510;13462713;0
378;196;0;596;1500;13462720;0
378;196;0;598;1520;13462727;0
377;195;0;599;1530;13462734;0
376;195;0;599;1520;13462741;0
375;195;0;599;1520;13462749;0
375;195;0;600;1520;13462756;0
375;195;0;601;1510;13462763;0
374;195;0;602;1510;13462770;0
374;195;0;605;1510;13462777;0
374;195;0;609;1520;13462784;0
374;195;0;611;1520;13462791;0
375;195;0;611;1520;13462798;0
375;195;0;615;1520;13462805;0
375;194;0;614;1520;13462812;0
375;194;0;616;1530;13462819;0
375;194;0;619;1530;13462826;0
375;194;0;624;1530;13462833;0
375;194;0;624;1530;13462840;0
375;194;0;625;1520;13462847;0
375;194;0;627;1530;13462854;0
374;194;0;627;1530;13462861;0
373;193;0;629;1530;13462868;0
372;193;0;631;1530;13462875;0
371;193;0;629;1530;13462882;0
370;193;0;629;1530;13462889;0
369;193;0;634;1530;13462896;0
369;192;0;634;1530;13462903;0
368;192;0;633;1520;13462910;0
367;192;0;634;1520;13462917;0
367;191;0;637;1520;13462924;0
366;191;0;639;1530;13462931;0
365;191;0;639;1530;13462939;0
364;191;0;640;1530;13462946;0
363;191;0;640;1540;13462953;0
362;191;0;640;1530;13462960;0
360;191;0;641;1530;13462967;0
359;191;0;644;1520;13462974;0
358;191;0;643;1520;13462981;0
357;191;0;644;1520;13462988;0
356;191;0;644;1520;13462995;0
355;191;0;645;1520;13463002;0
355;191;0;645;1520;13463009;0
354;191;0;645;1510;13463016;0
354;191;0;646;1510;13463023;0
354;191;0;648;1510;13463030;0
354;191;0;648;1510;13463037;0
354;191;0;651;1510;13463044;0
353;191;0;653;1530;13463051;0
353;191;0;654;1510;13463058;0
353;191;0;656;1510;13463065;0
352;191;0;656;1510;13463072;0
351;191;0;656;1510;13463079;0
350;190;0;657;1510;13463086;0
349;190;0;657;1520;13463093;0
349;190;0;657;1510;13463100;0
348;190;0;658;1520;13463107;0
347;190;0;657;1510;13463114;0
346;190;0;657;1510;13463122;0
345;190;0;657;1510;13463129;0
345;190;0;657;1510;13463136;0
345;190;0;657;1520;13463143;0
345;190;0;658;1520;13463150;0
344;190;0;660;1520;13463157;0
344;190;0;660;1510;13463164;0
343;190;0;660;1510;13463171;0
343;190;0;660;1500;13463178;0
343;190;0;660;1510;13463185;0
343;190;0;662;1510;13463192;0
342;190;0;661;1520;13463199;0
342;190;0;662;1530;13463206;0
341;190;0;661;1520;13463213;0
340;189;0;663;1520;13463220;0
340;189;0;663;1510;13463227;0
339;189;0;661;1500;13463234;0
338;189;0;662;1500;13463241;0
338;189;0;662;1490;13463248;0
337;189;0;662;1490;13463255;0
337;189;0;662;1500;13463262;0
336;190;0;662;1500;13463269;0
336;190;0;660;1500;13463276;0
335;190;0;662;1510;13463283;0
335;190;0;661;1510;13463290;0
334;190;0;661;1500;13463297;0
334;190;0;661;1510;13463305;0
333;191;0;661;1510;13463312;0
332;191;0;661;1500;13463319;0
332;191;0;661;1510;13463326;0
331;191;0;662;1500;13463333;0
330;192;0;661;1490;13463340;0
329;192;0;662;1500;13463347;0
329;192;0;660;1500;13463354;0
328;192;0;660;1510;13463361;0
328;193;0;661;1500;13463368;0
327;193;0;661;1500;13463375;0
327;193;0;660;1500;13463382;0
326;194;0;660;1490;13463389;0
326;194;0;660;1490;13463396;0
326;194;0;660;1470;13463403;0
325;195;0;660;1470;13463410;0
325;195;0;660;1470;13463417;0
325;195;0;660;1470;13463424;0
324;196;0;660;1470;13463431;0
324;196;0;660;1470;13463438;0
